id	smiles	Carbon	Cyclic nitrogen	Heavy atoms	Acyclic double bonds	Cyclic single bonds	Cyclic double bonds	H-bond acceptor sites	H-bond acceptor atoms	Cyclic divalent nodes	Cyclic trivalent nodes	n
mol3723	CC1(O)C2C1(C)COC(=C)S2(=O)=O	8	0	13	3	8	0	8	4	2	2	4.60
mol3724	CC1C2CC1C1OC(C3CO3)C1N2	10	1	13	0	14	0	5	3	5	7	5.33
mol3725	CCC1(C#C)C(O)C1(O)CC(C)N	10	0	13	0	3	0	5	3	0	1	4.75
mol3726	CCC1CC11CN=C(CO)N(C)N1	9	3	13	0	8	1	5	4	4	3	4.66
mol3727	CC1(O)C=COC2C1N1CC1C2=C	10	1	13	1	11	1	5	3	4	5	4.59
mol3728	CC1=CC(N)CC(C)(O)CON=C1	9	1	13	0	7	2	6	4	6	2	3.96
mol3729	C=CC=C1C=CNC(=N)NCC1=O	9	2	13	4	7	1	5	4	5	3	3.29
mol3730	CC1C2CCCC11CC2C=NO1	10	1	12	0	12	1	3	2	7	3	2.51
mol3731	CNC1COC(C)OC(C=C)C1N	9	0	13	1	7	0	6	4	3	4	4.62
mol3732	CC1OCC(O1)=CC1=NNCC1C	9	2	13	1	9	1	6	4	6	4	4.05
mol3733	CNC12COC3C(C1)C3C1(C)OC21	10	0	13	0	13	0	5	3	4	4	5.45
mol3734	C#CC12CC11OCCC1=CC1CN21	11	1	13	0	13	1	3	2	6	3	4.25
mol3735	C=C(C#C)C1=COC2CN=CNC12	10	2	13	1	8	2	4	3	6	3	3.72
mol3736	CCC(C)(C=O)C1CC(C1)C#C	11	0	12	1	4	0	2	1	2	2	4.49
mol3737	CC1C(OC2CC12C(C)=C)=NN	9	0	12	2	7	0	4	3	2	3	4.66
mol3738	CC1CC(=COC2(CNC2)O1)C#C	10	1	13	0	10	1	5	3	7	2	4.20
mol3739	CC1=NOC2C(C#CCOC=C)C12	10	1	13	1	6	1	5	3	2	4	4.17
mol3740	CN1CCN=CNC1=NC1CC1	8	3	12	1	9	1	4	4	7	3	4.42
mol3741	N#CC1CC(C2CC2)C2C=NNC12	10	2	13	0	11	1	3	3	6	5	5.00
mol3742	CC12NC3C1C1OC1C2C3C#C	10	1	12	0	12	0	3	2	2	6	5.35
mol3743	CC(=C)CCC=C(C)C#CCN	11	0	12	2	0	0	1	1	0	0	4.17
mol3744	CC1CC2=NOCC2C(C)=C1C	10	1	12	0	8	2	3	2	4	5	4.75
mol3745	CC(O)C1(C)CC2NC2C(=O)C1	9	1	12	1	8	0	5	3	3	3	4.75
mol3746	CC1=CC(C=C)C(=O)NNC1C=O	9	2	13	3	6	1	6	4	3	4	4.04
mol3747	CC(O)C1CC2(CC2)C2(CNC2)O1	10	1	13	0	12	0	5	3	7	1	5.59
mol3748	CN(C)CC1=C(CCC#N)C=NN1	9	2	13	0	3	2	4	4	3	2	4.95
mol3749	CN1C=NN(C2CC12)C(=N)C#N	7	3	12	1	7	1	5	5	3	4	4.13
mol3750	CCC1=C(CC(C=C)C1=C)C=C	12	0	12	3	4	1	0	0	1	4	3.74
mol3751	CN1CC2CC(C2)OC2=NC1=CO2	9	2	13	0	12	2	6	4	7	5	3.87
mol3752	CC=C1C=NOC2C=CC1C2=C	10	1	12	2	8	2	3	2	5	4	4.26
mol3753	CN1CCC=C(C=N1)C1(C)CCN1	10	3	13	0	9	2	3	3	8	2	3.79
mol3754	CC12CC(OCCC1O2)=CC=NO	9	0	13	2	9	0	7	4	5	2	4.17
mol3755	CCC1OC(C=C1)C(=C)NC(C)=O	10	0	13	2	4	1	5	3	3	2	4.54
mol3756	CC1=CC(CCN)CC2=NNCC12	10	2	13	0	8	2	3	3	5	4	4.48
mol3757	NC1CCC(C2CN2)N2C(C#C)C12	10	2	13	0	11	0	3	3	4	6	4.71
mol3758	NCCC12CNC(C=C1)C(N)C2	9	1	12	0	8	1	3	3	5	2	4.46
mol3759	CCC(C)(O)C1=NNC(=N)O1	6	2	11	1	3	2	7	5	3	2	4.97
mol3760	CC1NC2C(C=C)C(C)C=CC12N	11	1	13	1	8	1	2	2	3	4	4.66
mol3761	CC1=NCC2=C(C)CC(=O)ON12	8	2	12	1	8	2	6	4	4	5	4.43
mol3762	CC1NCC(N)C1(C)C1=CCCC1	11	1	13	0	9	1	2	2	6	3	4.57
mol3763	C=CCC1=CCNC2(CC(=O)C2)C1	11	1	13	2	9	1	3	2	6	2	4.24
mol3764	NC(C#C)=C(CC1COC1)C#N	9	0	12	1	4	0	4	3	3	1	4.08
mol3765	CC1=CC(CO)(CC(=N)N1)C(N)=N	8	1	13	2	5	1	6	5	3	2	4.35
mol3766	CC12NC3C=C4C5OC1C5OC4C23	10	1	13	0	15	1	5	3	4	7	4.67
mol3767	CC1C=NOC2C3CS(=O)(=O)CC123	8	1	13	2	11	1	7	4	5	3	4.64
mol3768	CC1=C(N(N)C=C1)N1SC(=O)N=C1	7	3	13	1	5	5	6	5	5	5	4.15
mol3769	C=C1CC(=N)NC(CC(=O)C#N)=C1	9	1	13	3	5	1	5	4	3	3	3.14
mol3770	ON=CN(O)CC1=CC=C(S1)C=C	8	0	13	2	3	2	6	4	3	2	3.66
mol3771	CC1=CC2=C(C1)OC1C(N)CC21	10	0	12	0	10	2	3	2	4	6	4.11
mol3772	CNC1CCC1C(CO)CC1CC1	11	0	13	0	7	0	3	2	4	3	5.45
mol3773	CC1(O)CC2N=CNOCC22CC12	9	2	13	0	12	1	6	4	7	2	5.05
mol3774	CC1=CC(N)C2=CCC3OC23C1=C	11	0	13	1	10	2	3	2	4	5	3.99
mol3775	C=C1CN=C(C1)N1C(=C)COC1=C	10	2	13	3	9	1	4	3	5	5	4.16
mol3776	CC(=O)N1C2CC(C#N)C(C=C)C12	10	1	13	2	7	0	4	3	1	5	4.97
mol3777	CNCC1=CC2(NC1CC=C2)C#C	11	1	13	0	7	2	2	2	5	2	4.42
mol3778	CC12CCC1N1CC=CC3CC1C23	12	1	13	0	14	1	1	1	6	5	4.57
mol3779	CC1CC(=CCC=CC1C#C)C#N	12	0	13	0	6	2	1	1	5	3	4.29
mol3780	CC1CC2CC22CC(O)C(O)C2N1	10	1	13	0	12	0	5	3	4	5	5.14
mol3781	CC#CC1(CC(=O)C1C#N)C1CC1	11	0	13	1	7	0	3	2	3	3	4.35
mol3782	C=CC1C=CC2CCC1NN=CO2	10	2	13	1	10	2	4	3	8	3	4.14
mol3783	C=CN1C=CC(=N)NC=CCC1=O	9	2	13	3	7	2	5	4	6	3	3.82
mol3784	CCN1CC(C)C2(C)NC(C)(C)C12	11	2	13	0	8	0	2	2	2	3	5.15
mol3785	CCCC(OCC=NN)C(O)CO	8	0	13	1	0	0	8	5	0	0	4.6
mol3786	NS(=O)(=O)C12CC1C(=O)OC2C#C	7	0	13	3	7	0	9	5	2	3	5.14
mol3787	CC1C2CC3(C#C)C(CCC13N)N2	11	1	13	0	11	0	2	2	4	3	5.11
mol3788	N=C(NC(=N)C#CC#N)C#C	7	0	11	2	0	0	4	4	0	0	4.13
mol3789	NN(CC(=C)C#CC#C)S(N)(=O)=O	7	0	13	3	0	0	7	5	0	0	3.87
mol3790	CC#CC1NC(CC#N)C(C=C)=C1	11	1	13	1	4	1	2	2	2	3	4.19
mol3791	CCC=C(C#C)C(=NO)C(N)C#C	10	0	13	2	0	0	4	3	0	0	3.93
mol3792	CNCC1=C(C)CC(=N)N1C(C)=N	9	1	13	2	4	1	4	4	1	4	4.19
mol3793	CC1C2NCCC3CC3C1(C)C2N	11	1	13	0	12	0	2	2	4	5	5.13
mol3794	CC1N=CC2=CNN=C3OCC1=C23	9	3	13	0	10	4	5	4	7	5	3.52
mol3795	CC1N(C)C(NOCC11CC1)=NO	8	2	13	1	10	0	7	5	5	3	4.67
mol3796	CCC1CCC(=C)C2(CC=NN2)C1	11	2	13	1	10	1	2	2	7	2	4.91
mol3797	CC(C)CC(=C)OC(C)(C)C(C)N	11	0	13	1	0	0	3	2	0	0	5.11
mol3798	C=CC1OC(=O)C2CCCC3C1N23	10	1	13	2	12	0	5	3	4	6	3.81
mol3799	NC1C2CCCNC(=N)C1C(=N)N2	8	2	13	2	11	0	5	5	5	5	4.79
mol3800	CC1=CCN2CC2C=C(C#N)C#C1	11	1	13	0	8	2	2	2	6	4	3.69
mol3801	CC1=CC2(C#N)C(CO)C2C1C=O	10	0	13	1	6	1	5	3	1	4	4.26
mol3802	CN=C1C2CCN2N=CN1C(C)=N	8	3	13	2	8	1	5	5	4	4	4.13
mol3803	CC1C2CC(=N)N(N)CC2C1C#C	10	1	13	1	9	0	3	3	2	6	5.01
mol3804	C1NC2C3OC3C3N=CNC(=C1)C23	9	3	13	0	14	2	5	4	7	6	4.41
mol3805	CCC1(CNC)C2OC2C=C1C	10	0	12	0	6	1	3	2	2	3	4.79
mol3806	CN=C1NOCC(=CCC1=O)C#C	9	1	13	2	7	1	6	4	5	3	3.54
mol3807	NS(=O)(=O)N1OCC2=C1CC(=O)C2	6	1	13	3	8	1	10	6	4	4	4.23
mol3808	CCC=CCC12CC(CC1N2)NC	11	1	13	1	7	0	2	2	3	2	4.76
mol3809	C=CNC(=O)NC1=NCC(=O)OC1	7	1	13	3	5	1	9	6	4	2	4.13
mol3810	CNC(C)(C=O)C(O)CC(C)C#N	9	0	13	1	0	0	6	4	0	0	4.30
mol3811	CC1C2CC(=O)C1ON=C(C)O2	8	1	12	1	9	1	7	4	4	5	4.12
mol3812	CC1=CC2OC3C1OC2CNC3=N	9	1	13	1	12	1	6	4	5	6	4.69
mol3813	CC1C2C(CC3=C2CC=C3)N1C=N	11	1	13	1	10	2	2	2	4	6	3.91
mol3814	O=S1(=O)OC2(CC2)C#CC=CC=C1	9	0	13	2	9	2	6	3	9	0	3.74
mol3815	CC1(CC1C1CO1)C(CN)C#C	10	0	12	0	6	0	3	2	3	2	5.11
mol3816	CC(C#C)C12CC1C(CNC2)=NN	10	1	13	1	8	0	3	3	4	2	4.63
mol3817	CCC1=NOCC=C2N1NCC2=C	9	3	13	1	9	2	5	4	6	4	3.81
mol3818	CC1=NN=CC(C)(C)C2C(C=C)N12	10	3	13	1	7	2	3	3	3	4	4.11
mol3819	CCN1OCC(CN)N=C1NC	7	2	12	0	5	1	6	5	3	3	4.82
mol3820	CN1CC2CC2(O)C=NN=CC=N1	8	4	13	0	9	3	6	5	8	2	3.89
mol3821	C#CCC1CC2CCC2C11CN1	11	1	12	0	11	0	1	1	5	3	5.48
mol3822	O=S1(=O)CC2CC3(CC3)CN2C1	8	1	12	2	12	0	5	3	6	2	5.41
mol3823	CC(C=C1CCC2C(C)C12)C#C	12	0	12	1	7	0	0	0	2	4	4.76
mol3824	C1C=C2OC=CC3=NN=CC1NC23	9	3	13	0	11	4	5	4	9	4	3.74
mol3825	CC12CC3CN4C5C(C1C34)C5(N)C2	11	1	13	0	15	0	2	2	3	6	4.63
mol3826	CCC(=C)CC1CN1C1=NC=NS1	9	3	13	1	6	2	3	3	5	3	4.27
mol3827	C#CCC1NCC2OCCC2C=C1	11	1	13	0	10	1	3	2	7	3	4.39
mol3828	CC#CC1COC(C1)(C=NO)C#N	9	0	13	1	5	0	6	4	3	1	4.45
mol3829	CNC1CCC2C3COC1OC23	9	0	12	0	12	0	5	3	5	5	5.27
mol3830	O=C1NNCCCN2CCC12	7	3	11	1	11	0	5	4	7	3	4.54
mol3831	C=C1C=CC2C3CC4C(C23)C14	11	0	11	1	12	1	0	0	3	7	3.95
mol3832	CC=CN(CC(=C)C#C)C(=N)NN	9	0	13	3	0	0	4	4	0	0	3.97
mol3833	C=CC12CCC(CC1=C)C(=C)O2	11	0	12	3	9	0	2	1	4	3	4.72
mol3834	C1C=C2OC3=CC=CN3N2C=N1	8	3	12	0	10	4	5	4	8	4	3.67
mol3835	CC1=NN(C=N1)C(=N)C1(CO1)C=O	7	3	13	2	6	2	8	6	5	2	4.21
mol3836	CC=C1OCCNC1C(O)C=NN	8	1	13	2	6	0	7	5	4	2	4.28
mol3837	CC1CCC2OC2(C)C1NC=O	9	0	12	1	8	0	5	3	3	3	5.25
mol3838	CCC1(C)CC(C)(CCC#N)C=C1	12	0	13	0	4	1	1	1	3	0	5.10
mol3839	CC1OC(C=NN)=C(N)OCC1O	7	0	13	1	6	1	9	6	3	4	3.90
mol3840	CC1CC11ONC(=O)N(C=C)C1=C	9	2	13	3	9	0	6	4	3	4	4.47
mol3841	NCC1C(CO)CC2=NON=C12	7	2	12	0	7	2	7	5	4	4	4.68
mol3842	CCC1NC2CC22C1C(C)=CC2=O	11	1	13	1	10	1	3	2	3	5	4.09
mol3843	CC1CCNC(CC=C)(CC1)C=O	11	1	13	2	7	0	3	2	5	1	4.36
mol3844	CC(C)C12COCCC1C(CN)N2	10	1	13	0	9	0	4	3	5	2	5.23
mol3845	OCCC#CC#CC1=CSC=C1O	10	0	13	0	3	2	4	2	3	2	3.77
mol3846	C=CCC1C=CN2CCCN=C12	10	2	12	1	8	2	2	2	6	3	4.31
mol3847	CC(C=O)=C1N=CNCC(O)C1=C	9	2	13	3	6	1	6	4	4	3	3.90
mol3848	CC1C(=O)N(C)C(C)(C#C)C1=O	9	1	12	2	5	0	5	3	0	4	4.42
mol3849	CC1C2CC1(C=O)S(=O)(=O)CCO2	8	0	13	3	9	0	8	4	4	2	3.23
mol3850	CC12N(CC1=O)N=CC1NC21C=O	8	3	13	2	10	1	7	5	4	3	4.07
mol3851	CC(C)CC1NC2C3CC(=C)C1C23	12	1	13	1	10	0	1	1	2	6	4.81
mol3852	CN1CC(CO)C1C(=C)C1CN1	9	2	12	1	7	0	4	3	3	4	4.61
mol3853	NCC1=CCC(C=COC=C)=C1	10	0	12	2	3	2	3	2	3	2	3.55
mol3854	CN=C1CC=CC(O)C(C)C=CN1	10	1	13	1	7	2	4	3	6	3	4.09
mol3855	CCC1=NOC2(CNC)COC1C2	9	1	13	0	8	1	6	4	5	2	5.04
mol3856	CC1(N)C2NN3C(=N)C(O)C=C3C12	8	2	13	1	10	1	6	5	2	6	4.23
mol3857	CC(C)(C)C=NN=C(CN)N1CC1	9	1	13	2	3	0	4	4	2	1	4.28
mol3858	C=CC1=CCON=C2C3NC3CN12	9	3	13	1	11	2	5	4	6	5	3.98
mol3859	CC(C=O)C1CC2NC2C(O)CN1	9	2	13	1	9	0	6	4	4	4	4.41
mol3860	CC1(C)OCOC2C(C#C)C12C#N	10	0	13	0	8	0	5	3	3	2	4.97
mol3861	CN1CC(C)(C)ON=CN(O)C1=S	7	3	13	1	7	1	7	5	4	3	3.77
mol3862	OC1=CSC(=C1)C#CC1=CN=NO1	8	2	13	0	5	5	6	4	7	3	3.48
mol3863	C=C1CC2COCCC1NC2=N	9	1	12	2	11	0	4	3	6	4	4.76
mol3864	CCCC(C#N)=C(C)NN=CCO	9	0	13	2	0	0	5	4	0	0	3.96
mol3865	CCOCC(O)C(=O)C1=CSC=C1	9	0	13	1	3	2	6	3	4	1	3.95
mol3866	CC=CC1OC11CN=C2NCCC12	10	2	13	1	11	1	4	3	6	3	4.62
mol3867	C=C1CCOCOC2C(NC12)C#C	10	1	13	1	11	0	5	3	6	4	4.78
mol3868	CN1CC1CC1CCOC(=N)NN1	8	3	13	1	10	0	6	5	6	4	4.96
mol3869	CCN1N(C)C(CN(C)C1=S)C=C	9	3	13	2	6	0	3	3	1	5	4.06
mol3870	CC=C1C2CC2CC11C2CCCN12	12	1	13	1	14	0	1	1	5	5	4.58
mol3871	CC(=C)C1C2CC(C)(C)C(O)C1N2	11	1	13	1	8	0	3	2	2	4	4.86
mol3872	CC(C)=CC12CCC(CC3NC13)O2	11	1	13	1	11	0	3	2	5	3	4.88
mol3873	CC12CCC(C1)C1=C2C(SN1)=NN	9	1	13	1	10	2	3	3	5	4	3.86
mol3874	CC12CNC(=O)C(CN1)NC=NC2	8	4	13	1	11	1	6	5	8	2	4.35
mol3875	CNC1C2OC=CC1(O)C=C2	8	0	11	0	7	2	5	3	5	2	4.46
mol3876	CN(C=O)N=C(CO)NS(C)(=O)=O	5	0	13	4	0	0	11	7	0	0	4.13
mol3877	CN1C2C1C1(CC2(O)CC1N)C=C	10	1	13	1	10	0	4	3	2	4	4.57
mol3878	CC=CC=C1CCN(N=C)C(=S)N1	9	2	13	4	6	0	3	3	3	3	3.44
mol3879	CC12CC3(N)C1CCC(C2)C3(C)O	11	0	13	0	11	0	3	2	4	2	5.56
mol3880	N=C1NC2CCC2C2CC1CCN2	10	2	13	1	14	0	3	3	7	5	4.96
mol3881	ON=CC1(COC1C=C)N1CC1	8	1	12	2	7	0	6	4	4	2	4.47
mol3882	CCOCC1=CC2OCC1C2C	10	0	12	0	7	1	4	2	3	4	4.87
mol3883	CC1=CCNC1(C=C)C=CC1CC1	12	1	13	2	7	1	1	1	5	2	4.52
mol3884	CC(C#C)C(=C)C(CCN)OC=O	10	0	13	2	0	0	5	3	0	0	4.92
mol3885	CC1C2NCC3C4(CN4C)CNC123	10	3	13	0	14	0	3	3	5	4	4.92
mol3886	CC(N)C12CC1CC1CC1OC2=C	11	0	13	1	11	0	3	2	4	4	4.84
mol3887	CCC(=C)NC(=O)NCC(=C)C=C	10	0	13	4	0	0	4	3	0	0	3.98
mol3888	CNN=C1CNC2=C(C1)C(=N)NC2	8	2	13	2	9	1	5	5	5	4	4.18
mol3889	CC1CN(C)C2C(CN)C2O1	8	1	11	0	8	0	4	3	2	5	4.98
mol3890	C#CCC12CCOC1C1NC1C2	10	1	12	0	11	0	3	2	5	3	5.39
mol3891	CN1CCC(CO)C=CCC(O)C1	10	1	13	0	8	1	5	3	6	3	4.48
mol3892	CCNC1=CC(N)=CN1CC(O)=O	8	1	13	1	3	2	7	5	2	3	4.46
mol3893	CC12CNN=C1C1=CC(N)C=C1O2	9	2	13	0	10	3	5	4	6	4	3.63
mol3894	CC1=CC=NOCC2(NC2C1)C#N	9	2	13	0	9	2	5	4	7	2	4.64
mol3895	OCC1=CCCC(=C)C=C1C#N	10	0	12	1	5	2	3	2	4	3	3.65
mol3896	CC1CN(O)C(=O)C2CNCC12	8	2	12	1	10	0	6	4	4	5	4.38
mol3897	CC(O)C1CC(N)C1C(C)NC=O	9	0	13	1	4	0	6	4	1	3	4.87
mol3898	CCNN=C1C(C)OC=C1C=C	9	0	12	2	4	1	4	3	2	3	3.74
mol3899	C=CC1NC23CC1(OC=C2)C=CC3	11	1	13	1	11	2	3	2	8	1	2.50
mol3900	CC1=COCC2=NN=C(CN12)NO	7	3	13	0	8	3	8	6	6	4	3.83
mol3901	CC1=CCOCC2C(OC12)C=O	9	0	12	1	9	1	6	3	5	4	4.10
mol3902	CC#CC1(C#N)N2CC2CC1=C	10	1	12	1	7	0	2	2	2	3	4.83
mol3903	CCNCC(=O)C(COC=C)OC	9	0	13	2	0	0	7	4	0	0	3.90
mol3904	NC(C1CCC1)C1N=CNC1C#C	10	2	13	0	8	1	3	3	6	3	4.69
mol3905	CC12CC(CC1N=CNN)C1OC21	9	0	13	1	10	0	5	4	3	4	4.92
mol3906	CNC1COC2=CC(=N)N(N=C)C12	8	1	13	2	8	1	6	5	3	5	4.23
mol3907	CC1=CC2OC1C(C=CO2)=NO	8	0	12	1	8	2	7	4	5	4	4.40
mol3908	CC12CCC(O)C(CO1)C21CC1	10	0	12	0	12	0	4	2	6	2	5.72
mol3909	CC1C2C1C(N)(C1CC2O1)C(N)=O	9	0	13	1	10	0	6	4	2	5	4.98
mol3910	CC1CN2CC(=C)C1CC1(CO1)C2	11	1	13	1	13	0	3	2	6	4	4.67
mol3911	C#CC1N=C2N=NC=CN2C1C#C	9	4	13	0	7	3	4	4	5	4	3.60
mol3912	N=CN1C=C2C(NN=CC2=N1)C#C	8	4	13	1	7	3	5	5	5	4	3.92
mol3913	CN1C=NC2(C(N)C2N)C1C=C	8	2	12	1	7	1	4	4	2	4	3.98
mol3914	CN1C=NC(C=N1)C(O)C(=C)CN	8	3	13	1	4	2	6	5	4	2	4.26
mol3915	CC1=CC(CC(=C)C2NC12)C1CO1	11	1	13	1	11	1	3	2	5	6	4.44
mol3916	OCC(=C)C1COCC=C1C#C	10	0	12	1	5	1	4	2	4	2	4.19
mol3917	CC1CN(C=O)C(=N)CNN1C=O	7	3	13	3	7	0	8	6	3	4	4.47
mol3918	NN=C1CCC2CC1C2NCC=C	10	0	13	2	8	0	3	3	3	4	4.43
mol3919	CCCN1CC(C)OCC1=N	8	1	11	1	6	0	4	3	3	3	5.09
mol3920	CCCOC(=C)C1=C(O)C=C(O)N1	9	1	13	1	3	2	7	4	2	3	4.22
mol3921	CC1NCC2(CN2N=C)CC1O	8	2	12	1	9	0	5	4	4	3	4.37
mol3922	CC1=NC(=NO)C(C(=O)C#C)=C1C	9	1	13	2	3	2	6	4	1	4	3.73
mol3923	CC1(C2OCC2CC1O)N(O)C=O	8	0	13	1	8	0	9	5	3	3	5.04
mol3924	C=CCCC=CON1C=CNC1=N	9	2	13	3	3	2	5	4	3	2	4.29
mol3925	CC(C(N)=O)=C1CNC2=C1N=NO2	7	3	13	2	7	2	8	6	5	3	3.52
mol3926	CC12OC3C4CNCC3(C)C1C24C	11	1	13	0	13	0	3	2	4	3	5.18
mol3927	CC1CC1N(C)CCC=CC#N	10	0	12	1	3	0	2	2	1	2	4.25
mol3928	CC12NCC3CC13NC(=O)C2=C	9	2	12	2	11	0	4	3	4	3	4.29
mol3929	CC1C2=NON=C2C(=C)CC11CC1	10	2	13	1	11	2	4	3	6	4	4.47
mol3930	CN=C1NCC2(O)CC2N1N=C	7	2	12	2	8	0	6	5	3	3	4.54
mol3931	CC(C=O)C1=NOCC(C)COC1	9	1	13	1	7	1	7	4	6	2	4.02
mol3932	CN1C(C=O)C2CCC1(C)CC2	10	1	12	1	9	0	3	2	4	3	4.19
mol3933	CC1C2CN2CC(=O)C1OCC#C	10	1	13	1	8	0	5	3	2	5	4.06
mol3934	CC(CC1CCO1)NC(C=C)C#C	11	0	13	1	4	0	3	2	3	1	4.40
mol3935	CC1C2(C)C(=O)N(C=C)C(=C)C12N	10	1	13	3	7	0	4	3	0	4	4.32
mol3936	CN1C=CC2CNCC2C(=C)C1=N	10	2	13	2	10	1	3	3	5	5	3.92
mol3937	CN(C)C1(C)CC(=O)CC2(C)OC12	10	0	13	1	8	0	5	3	3	2	4.39
mol3938	CC(=NN)C1(O)C2CC1(O)CC2O	8	0	13	1	7	0	8	5	2	2	4.53
mol3939	CNC1(C=C)C(C)NC1(CO)C#N	9	1	13	1	4	0	5	4	1	1	4.65
mol3940	CC12C=NOC(CO)C3C1CCC23	10	1	13	0	11	1	5	3	5	4	4.88
mol3941	CC12CS(=O)(=O)C(=NO)C1=CC=C2	8	0	13	3	7	2	7	4	4	2	3.77
mol3942	COC1=C(CC#C)C(OC1)C#N	9	0	12	0	4	1	5	3	2	3	4.88
mol3943	CC=CCC=C1OC(C=C1)C(C)N	11	0	13	2	4	1	3	2	3	2	3.92
mol3944	CC1CC=C2NC(=N)OC2C(C)C1	10	1	13	1	10	1	4	3	5	5	4.75
mol3945	CC12CN(CC1N)C1CCCC21	10	1	12	0	12	0	2	2	5	4	5.26
mol3946	N=C1NC(C#C)=C2C1=CCNC2=N	9	2	13	2	8	2	4	4	4	5	3.32
mol3947	NC1=NN=NC=C1C(N)(C=C)C#C	8	3	13	1	3	3	5	5	4	2	4.24
mol3948	CCC1=NNCC1CC(N)C1CO1	9	2	13	0	7	1	5	4	5	3	4.58
mol3949	CCC(C)C(N)C12NC1CNN=C2	9	3	13	0	7	1	4	4	5	1	4.62
mol3950	OC1=COC=C1C(CC#N)C=C	9	0	12	1	3	2	5	3	3	2	4.74
mol3951	CC(=C)C1C2N1CCC2=C(C)C=C	12	1	13	3	7	0	1	1	2	4	3.87
mol3952	CCCCC(N)C1C=CCC1=NO	10	0	13	1	4	1	4	3	3	2	4.63
mol3953	CCC1NC(=O)N2C=CC=C2C=C1	10	2	13	1	8	3	4	3	6	4	4.10
mol3954	CC1C=NN(CCC#C)C(C)C1O	10	2	13	0	5	1	4	3	2	4	4.61
mol3955	CCC(C)(OC)C(C)CN1CCC1	11	1	13	0	4	0	3	2	3	1	5.36
mol3956	CC(C)CC1NCC1CC#C	10	1	11	0	4	0	1	1	2	2	5.51
mol3957	CNC1=NC=C2C(C)OCON12	7	2	12	0	8	2	7	5	5	4	4.74
mol3958	CC1(CN1C1=NC=C(O1)C#C)C=C	10	2	13	1	6	2	4	3	4	3	4.14
mol3959	C=CCC1OC1C1ON=CNC1=C	9	2	13	2	8	1	6	4	5	4	4.47
mol3960	C=C1CCC2OC(CC=O)C1O2	9	0	12	2	9	0	6	3	4	4	4.30
mol3961	CC1=CC(=N)N(CC1(C)C=O)C=N	9	1	13	3	5	1	5	4	2	3	3.96
mol3962	CC1C=NN=CC=C(C)CC2CN12	10	3	13	0	9	3	3	3	7	4	4.11
mol3963	NC1=C(SN2CC(=C)CN=C12)C#N	8	2	13	1	8	2	4	4	4	5	3.68
mol3964	CCC1CC2C1OC=CC2(O)CN	10	0	13	0	8	1	5	3	4	3	4.80
mol3965	CCC=NN1C(=N)C(CN)N=C1C	8	2	13	2	4	1	5	5	1	4	4.00
mol3966	CNCCC(=C)OC1CC(C)(N)C1	10	0	13	1	4	0	4	3	2	1	4.74
mol3967	CC=CCC(=CNN)C(=N)NN=C	8	0	13	4	0	0	5	5	0	0	4.20
mol3968	ON=CN1CC(=N)NC2CC1C2	7	2	12	2	9	0	6	5	4	4	4.64
mol3969	CC1NC(=N)CN=CN(C=N)C=C1	8	3	13	2	7	2	5	5	6	3	4.20
mol3970	CC=CC1NC1(C)C(=O)C(=O)C=C	10	1	13	4	3	0	5	3	1	1	3.33
mol3971	COC(=N)N1CCCCC1=C	8	1	11	2	6	0	4	3	4	2	4.77
mol3972	CC1=CCC2C3C=NN=CC23C1	10	2	12	0	10	3	2	2	7	3	4.29
mol3973	CC(=O)CC(O)C1NC1CC#C	9	1	12	1	3	0	5	3	1	2	4.65
mol3974	CCC1=CC(=NS1)C(C)=NOC=O	8	1	13	2	3	2	6	4	3	2	4.15
mol3975	CN1N=C2CN3CC(C3)CC2=C1O	9	3	13	0	11	2	5	4	5	6	4.89
mol3976	CC(O)C12NCC1(N)CC=C2CN	9	1	13	0	7	1	5	4	4	1	4.71
mol3977	CC=NOC1CC1CN1CC1C#N	9	1	13	1	6	0	5	4	2	4	4.71
mol3978	CCC1=C(CC2CO2)C(=CO)C=N1	10	1	13	1	6	2	5	3	4	4	3.92
mol3979	CC=CC=C(CCCC(C)=C)C#N	12	0	13	3	0	0	1	1	0	0	3.58
mol3980	CCC1N=C(NC(=O)C1(C)O)C#C	9	2	13	1	5	1	6	4	2	3	4.23
mol3981	CCOC1(C=C)C(=O)N2N=CN=C12	8	3	13	2	6	2	7	5	3	3	4.63
mol3982	CC(C)C(=N)NC(=C)C1CNN=C1	9	2	13	2	4	1	4	4	4	1	4.28
mol3983	CCN(CC12CC(C1)OCC2)C=O	10	0	13	1	8	0	5	3	5	1	5.02
mol3984	CC12CN1C1C(CC1C=C)CC2O	11	1	13	1	11	0	3	2	3	5	4.75
mol3985	CC1CC2CC2(CN)C2CC12N	10	0	12	0	10	0	2	2	3	3	5.40
mol3986	CN1CC2(C)C=CC1(C)C2=C(C)C	12	1	13	1	7	1	1	1	3	2	4.61
mol3987	CN1C2CNC(CN)C(N)C1C2O	8	2	13	0	9	0	6	5	2	6	4.79
mol3988	C=CC12CC(CN1)CC1=C2SC=N1	10	2	13	1	11	2	2	2	7	3	4.29
mol3989	CC1=NOC2(CC2CO)CC(=C)C1	10	1	13	1	9	1	5	3	5	3	4.71
mol3990	C=C1OC=CC2OC3(CC3)ON=C12	9	1	13	1	12	2	7	4	8	3	3.56
